Grupo;Departamento;División;Género;Salario base;Pago de tiempo extra;Grado de estudio
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;84.121.109;13468.7;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;102682;12978.45;22
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;102682;13429.86;22
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;102682;19870.32;22
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;93986;38911.26;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;84.560.535;20510.8;18
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;68283.09;36910.32;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;804.667.354;4290.88;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;775.965.725;12773.47;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;777.465.379;25190.92;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;709.893.666;11113.17;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;695.247.136;25999.24;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;697.373.832;19341.86;20
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;F;69947.37;7215.48;18
COR;Correction and Rehabilitation;COR 42 PRRS Facility and Security;M;601.345.902;5442.63;18
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;M;112267;0;24
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;M;143909.4;0;M3
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;F;1.046.226.371;426.46;24
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;F;999.370.132;0;24
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;F;848.742.389;168.36;24
COR;Correction and Rehabilitation;COR 42 PRRS Reentry Services and Programs;M;798.474.943;315.08;24
COR;Correction and Rehabilitation;COR 42 PTS Alternative Community Services;F;102682;0;22
COR;Correction and Rehabilitation;COR 42 PTS Alternative Community Services;M;984.275.743;0;22
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;107934;0;24
COR;Correction and Rehabilitation;COR 42 PTS Alternative Community Services;M;102682;0;22
COR;Correction and Rehabilitation;COR 42 PTS Assessment;F;122842;0;N26
COR;Correction and Rehabilitation;COR 42 PTS Assessment;F;884.671.179;93.12;22
COR;Correction and Rehabilitation;COR 42 PTS Assessment;F;734.447.385;10929.62;19
COR;Correction and Rehabilitation;COR 42 PTS Assessment;F;102682;109.53;22
COR;Correction and Rehabilitation;COR 42 PTS Assessment;M;85500;30.83;19
COR;Correction and Rehabilitation;COR 42 PTS Diversion Services;M;149671.09;0;M3
COR;Correction and Rehabilitation;COR 42 PTS Intervention Program for Substance Abusers;F;72463;0;14
COR;Correction and Rehabilitation;COR 42 PTS Intervention Program for Substance Abusers;F;857.652.998;0;22
COR;Correction and Rehabilitation;COR 42 PTS Intervention Program for Substance Abusers;F;46862.73;0;13
COR;Correction and Rehabilitation;COR 42 PTS Pre-Trial Services;M;122842;0;N26
COR;Correction and Rehabilitation;COR 42 PTS Pre-Trial Services;F;72463;101.22;14
COR;Correction and Rehabilitation;COR 42 PTS Pre-Trial Services;M;154508.51;0;M2
COR;Correction and Rehabilitation;COR 42 PTS Pre-Trial Services;F;560.276.964;81.63;16
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;112267;172.62;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;95927;4599.06;C5
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;112267;109.59;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;117424;0;N25
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;112267;0;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;112267;0;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;103.571.698;933.51;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;112267;129.48;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;1.000.909.656;206.12;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;M;1.105.092.775;0;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;91367.32;159.36;24
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;802.554.754;11823.3;20
COR;Correction and Rehabilitation;COR 42 PTS Supervision;F;878.453.489;31.68;24
CUS;Community Use of Public Facilities;CUS 70 Community Use of Public Facilities;F;22639;0;13
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;98228;1246.82;21
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;98228;1760.54;21
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;M;147947.82;0;M3
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;86103;0;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;86103;1335.03;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;790.779.058;57.03;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;M;87331.61;0;21
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;89.929.984;162.67;21
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;70343;228.28;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;70343;0;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;70343;253.65;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;70343;0;18
CUS;Community Use of Public Facilities;CUS 70 Core Services Team;F;70343;0;18
CUS;Community Use of Public Facilities;CUS 70 Director;F;196059;0;M1
CUS;Community Use of Public Facilities;CUS 70 Director;M;95299;0;N25
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;F;127973.8;0;M3
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;M;134500;0;N28
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;F;78947;430.48;16
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;M;117424;20.77;N25
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;M;86103;108.19;18
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;M;98228;0;21
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;M;1.081.009.507;0;N26
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;F;80983;5164.91;N23
CUS;Community Use of Public Facilities;CUS 70 Finance and Administrative Support Team;F;52203.33;0;16
CUS;Community Use of Public Facilities;CUS 70 Silver Spring Civic Building;M;134333.1;0;M3
CUS;Community Use of Public Facilities;CUS 70 Silver Spring Civic Building;M;641.368.467;0;14
CUS;Community Use of Public Facilities;CUS 70 Silver Spring Civic Building;F;830.534.277;0;N21
CUS;Community Use of Public Facilities;CUS 70 Silver Spring Civic Building;M;70343;3401.09;18
CUS;Community Use of Public Facilities;CUS 70 Silver Spring Civic Building;F;70343;0;18
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;M;117424;812.48;N25
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;93895;0;N21
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;107367;0;N23
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;M;122842;0;N26
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;78947;4134.33;16
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;M;152940;0;M3
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;111124.85;0;N25
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;102.069.771;0;N22
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;857.144.855;0;N21
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;117424;734.01;N25
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;99333;0;N23
DEP;Department of Environmental Protection;DEP 80 Administration and Operations;F;90722;0;N21
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;F;141324.93;0;M3
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;F;1.032.034.608;0;25
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;M;99225.94;0;25
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;F;83.144.655;0;23
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;M;112000;0;N27
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;M;89250;0;23
DEP;Department of Environmental Protection;DEP 80 Building and Transportation Programs;F;101000;0;23
DEP;Department of Environmental Protection;;;;;25
DEP;Department of Environmental Protection;;;;;23
DEP;Department of Environmental Protection;;;;;M3
DEP;Department of Environmental Protection;;;;;23
DEP;Department of Environmental Protection;;;;;M3
DEP;Department of Environmental Protection;;;;;23
DEP;Department of Environmental Protection;;;;;23
DEP;Department of Environmental Protection;;;;;27
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;102682;0;22
DEP;Department of Environmental Protection;DEP 80 Design and Construction;F;128842;0;27
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;107367;31717.16;23
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;117424;0;25
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;145217.05;0;M3
DEP;Department of Environmental Protection;DEP 80 Design and Construction;F;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;923.777.691;0;23
DEP;Department of Environmental Protection;DEP 80 Design and Construction;M;1.016.276.229;0;23
DEP;Department of Environmental Protection;DEP 80 Director;F;86103;0;N18
DEP;Department of Environmental Protection;DEP 80 Director;M;225000;0;EX1
DEP;Department of Environmental Protection;DEP 80 Energy, Climate and Compliance Division;M;175873;0;M2
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;M;1.113.429.918;321.19;24
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;M;122842;0;N26
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;F;112267;0;24
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;F;887.783.684;0;24
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;M;852.661.644;1198.14;24
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;F;900.714.031;1397.61;24
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;M;73350.94;0;20
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;M;56333;121.89;18
DEP;Department of Environmental Protection;DEP 80 Environmental Compliance Group;F;85833;0;24
DEP;Department of Environmental Protection;DEP 80 Intergovernmental Affairs;M;175873;0;M2
DEP;Department of Environmental Protection;DEP 80 Intergovernmental Affairs;M;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Intergovernmental Affairs;M;117424;0;25
DEP;Department of Environmental Protection;DEP 80 Intergovernmental Affairs;M;1.030.340.024;0;23
DEP;Department of Environmental Protection;DEP 80 Intergovernmental Affairs;F;100000;0;25
DEP;Department of Environmental Protection;DEP 80 Low-Impact Development;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Low-Impact Development;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Low-Impact Development;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Low-Impact Development;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Low-Impact Development;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Materials Management;M;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Materials Management;M;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Materials Management;M;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Materials Management;M;148186.91;0;M3
DEP;Department of Environmental Protection;DEP 80 Planning, Design, Construction and Monitoring;F;117424;0;25
DEP;Department of Environmental Protection;DEP 80 Planning, Design, Construction and Monitoring;M;128531;0;27
DEP;Department of Environmental Protection;DEP 80 Planning, Design, Construction and Monitoring;M;89948;0;19
DEP;Department of Environmental Protection;DEP 80 Planning, Design, Construction and Monitoring;M;142000;0;M3
DEP;Department of Environmental Protection;DEP 80 Planning, Design, Construction and Monitoring;M;123000;0;27
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;152940;0;M3
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;102682;0;22
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;102.004.944;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;102682;0;22
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;102682;0;22
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;956.984.274;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;102682;0;22
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;1.073.670.001;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;1.124.664.173;0;N26
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;90.307.218;0;23
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;113091;0;N25
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;M;825.996.477;0;22
DEP;Department of Environmental Protection;DEP 80 Planning, Outreach and Monitoring;F;84333;0;23
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;1.128.393.127;0;N25
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;117424;665.51;N25
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;98228;0;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;6937.16;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;647.571.786;0;12
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;3595.4;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;99935.85;576.57;18
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;4268.27;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;982.280.045;5640.71;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;86103;5514.32;18
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;7362.5;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;139333;0;M3
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;12589.71;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;8819.98;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;86103;5212.12;18
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;982.280.045;14472.45;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;81770;471.76;18
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;98228;13725.93;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;982.280.045;8886.02;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;949.784.882;7471.2;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;870.792.964;8643.04;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;887.102.365;6381.74;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;F;98228;1133.4;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Refuse Services;M;91913;6678.51;21
DEP;Department of Environmental Protection;DEP 80 Recycling and Resource Management Division;M;25210.5;0;5
DEP;Department of Environmental Protection;DEP 80 Recycling and Resource Management Division;M;175873;0;M2
DEP;Department of Environmental Protection;DEP 80 Recycling and Resource Management Division;F;82436;0;N17
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;152940;0;M3
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;93986;2387.46;20
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;69442;16539.54;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;82436;21893.08;N17
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;103384.6;18417.85;N23
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;626.076.289;11010.34;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;1.080.060.277;0;N25
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;69442;9555.61;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;789.470.045;11083.64;16
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;93986;0;20
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;69442;16721.83;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;985.671.866;3527.35;23
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;51.059.655;2377.97;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;1.011.852.535;3909.5;23
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;63.175.234;2522.58;16
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;50580.94;1772.45;13
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;66000;0;20
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;M;80000;0;20
DEP;Department of Environmental Protection;DEP 80 Resource Conversion;F;69000;0;20
DEP;Department of Environmental Protection;DEP 80 Stewardship Programs;M;72124.99;185.66;18
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;107367;825.44;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;114736.41;0;N25
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;152940;0;M3
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;1.030.647.167;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;F;956.092.715;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;777.451.434;0;23
DEP;Department of Environmental Protection;DEP 80 Stormwater BMP Inspection and Maintenance;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;M;107617.5;0;25
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;175873;0;M2
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;117424;0;25
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;M;113.851.035;0;N30
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;962.595.899;0;26
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;122842;0;26
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;F;41218;0;17
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;M;102000;0;N28
DEP;Department of Environmental Protection;DEP 80 Strategic Services Division;M;84000;0;26
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;152940;0;M3
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;98228;0;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;86103;0;18
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;98228;7361.02;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;107367;0;N23
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;889.034.441;0;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;900.132.332;0;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;86103;0;18
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;1.003.329.862;0;N23
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;859.464.852;0;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;107367;0;N23
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;657.194.234;0;18
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;938.167.367;0;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;M;98228;5467.35;21
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;73350.94;0;18
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;59895.94;0;18
DEP;Department of Environmental Protection;DEP 80 Waste Reduction and Recycling;F;70245.94;0;21
DEP;Department of Environmental Protection;DEP 80 Watershed Restoration Division;F;117424;0;N25
DEP;Department of Environmental Protection;DEP 80 Watershed Restoration Division;F;117424;0;25
DEP;Department of Environmental Protection;DEP 80 Watershed Restoration Division;M;175873;0;M2
DEP;Department of Environmental Protection;DEP 80 Watershed Restoration Division;M;107367;0;23
DEP;Department of Environmental Protection;DEP 80 Watershed Restoration Division;M;98.705.732;0;23
DGS;Department of General Services;DGS 36 ADA Compliance;F;102584.25;0;21
DGS;Department of General Services;DGS 36 ADA Compliance;M;107367;0;23
DGS;Department of General Services;DGS 36 ADA Compliance;M;107367;0;23
DGS;Department of General Services;DGS 36 ADA Compliance;M;152940;0;M3
DGS;Department of General Services;DGS 36 Administration and Budget;F;117424;249.57;N25
DGS;Department of General Services;DGS 36 Administration and Budget;F;98228;3179.02;N21
DGS;Department of General Services;DGS 36 Administration and Budget;F;117424;0;N25
DGS;Department of General Services;DGS 36 Administration and Budget;F;1.143.833.818;0;N25
DGS;Department of General Services;DGS 36 Administration and Budget;M;532.873.925;0;12
DGS;Department of General Services;DGS 36 Administration and Budget;M;117424;0;N25
DGS;Department of General Services;DGS 36 Automation;M;1.073.670.024;0;23
DGS;Department of General Services;DGS 36 Automation;M;147354;0;N30
DGS;Department of General Services;DGS 36 Automation;M;122842;0;26
DGS;Department of General Services;DGS 36 Automation;F;1.326.738.975;0;N28
DGS;Department of General Services;DGS 36 Automation;M;1.159.375.852;0;26
DGS;Department of General Services;DGS 36 Automation;M;1.323.276.459;0;N28
DGS;Department of General Services;DGS 36 Building Design and Construction;F;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;F;134500;0;N28
DGS;Department of General Services;DGS 36 Building Design and Construction;F;78947;0;16
DGS;Department of General Services;DGS 36 Building Design and Construction;F;152940;0;M3
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;N28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;152940;0;M3
DGS;Department of General Services;DGS 36 Building Design and Construction;F;134500;0;N28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;128531;0;27
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;F;128531;0;27
DGS;Department of General Services;DGS 36 Building Design and Construction;M;175873;0;M2
DGS;Department of General Services;DGS 36 Building Design and Construction;M;152940;0;M3
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;877.86;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;0;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;0;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;0;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;N28
DGS;Department of General Services;DGS 36 Building Design and Construction;M;134500;0;28
DGS;Department of General Services;DGS 36 Building Design and Construction;F;1.101.974.229;0;N25
DGS;Department of General Services;DGS 36 Building Design and Construction;F;1.134.110.979;0;N25
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;6246.08;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;0;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;107367;0;23
DGS;Department of General Services;DGS 36 Building Design and Construction;M;108000;0;25
DGS;Department of General Services;DGS 36 Building Design and Construction;M;113920;0;N27
DGS;Department of General Services;DGS 36 Central Duplicating;M;63839;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;152940;0;M3
DGS;Department of General Services;DGS 36 Central Duplicating;M;78947;0;16
DGS;Department of General Services;DGS 36 Central Duplicating;M;63839;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;78947;1395.3;16
DGS;Department of General Services;DGS 36 Central Duplicating;M;75621;0;15
DGS;Department of General Services;DGS 36 Central Duplicating;F;98228;467.83;21
DGS;Department of General Services;DGS 36 Central Duplicating;F;886.155.162;14775.36;N20
DGS;Department of General Services;DGS 36 Central Duplicating;M;883.260.455;10606.83;N20
DGS;Department of General Services;DGS 36 Central Duplicating;M;72463;18630.76;14
DGS;Department of General Services;DGS 36 Central Duplicating;M;63839;42.92;11
DGS;Department of General Services;DGS 36 Central Duplicating;F;72463;203.34;14
DGS;Department of General Services;DGS 36 Central Duplicating;M;63839;23.02;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;78947;0;16
DGS;Department of General Services;DGS 36 Central Duplicating;F;69442;50.08;13
DGS;Department of General Services;DGS 36 Central Duplicating;F;63839;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;793.448.639;54.1;N17
DGS;Department of General Services;DGS 36 Central Duplicating;M;70.136.057;0;15
DGS;Department of General Services;DGS 36 Central Duplicating;M;78947;322.86;16
DGS;Department of General Services;DGS 36 Central Duplicating;F;615.139.183;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;732.631.048;9757.93;16
DGS;Department of General Services;DGS 36 Central Duplicating;M;628.943.922;14298.07;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;63839;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;62.243.758;0;11
DGS;Department of General Services;DGS 36 Central Duplicating;M;460.617.174;0;9
DGS;Department of General Services;DGS 36 Central Duplicating;M;700.384.818;4738.21;16
DGS;Department of General Services;DGS 36 Central Duplicating;M;101730.58;0;N23
